experiment,loss,arm,M,q,C,N,s_w,s_b,s_v,rho,n_draws,metric,value
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,q25_lam_max_GWW,51.899169058789134
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,q25_lam_over_M,0.050682782283973764
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,q50_lam_max_GWW,71.17465731121862
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,q50_lam_over_M,0.06950650128048694
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,q75_lam_max_GWW,89.53248367856935
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,q75_lam_over_M,0.08743406609235288
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,q95_lam_max_GWW,145.72153280472247
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,q95_lam_over_M,0.1423061843796118
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_over_M,0.07418907663557933
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,min_lam_over_M,0.01163414708277026
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.001M,1.0
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.003M,1.0
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.01M,1.0
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.03M,0.98
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.1M,0.16
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.3M,0.0
lemma3_1,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_lam_Sha,1.0
lemma3_1,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_Sha,4.966821226691016
lemma3_1,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Sha_zero,0.02
lemma3_1,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_GWW_over_lam_Sha_nonzero,119.2769352514943
lemma3_1,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,median_ratio_lam_GWW_over_lam_Sha_nonzero,20.3390409148129
lemma3_1,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_witness,1.0
lemma3_1,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,mean_witness_curvature,10.390951193886126
lemma3_1,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,witness_closedform_max_abs_err,1.4210854715202004e-14
thm3_2,ce,,,4,4,64,,,,0.5,200,loglog_slope_mean_lam_vs_M_allM,1.007406001217789
thm3_2,ce,,,4,4,64,,,,0.5,200,loglog_slope_mean_lam_vs_M_Mge64,1.004537240211753
thm3_2,ce,,,4,4,64,,,,0.5,200,loglog_slope_median_lam_vs_M_allM,1.0124852400456288
thm3_2,ce,,,4,4,64,,,,0.5,200,loglog_slope_median_lam_vs_M_Mge64,1.0363113837887066
thm3_2,ce,,,4,4,64,,,,0.5,200,loglog_slope_p05_lam_vs_M_allM,0.9512286783295727
thm3_2,ce,,,4,4,64,,,,0.5,200,loglog_slope_p05_lam_vs_M_Mge64,0.9523439003608268
thm3_2,ce,,,4,4,64,,,,0.5,200,loglog_slope_min_lam_vs_M_allM,1.1539318543779296
thm3_2,ce,,,4,4,64,,,,0.5,200,loglog_slope_min_lam_vs_M_Mge64,1.0388055361209156
thm3_2,ce,,,4,4,64,,,,0.5,200,c_star_min_over_M_of_p05_lam_over_M,0.028399100708932732
thm3_2,ce,,,4,4,64,,,,0.5,200,c_star_min_over_M_of_min_lam_over_M,0.005603085529759604
thm3_2,ce,,,16,4,64,,,,0.5,200,loglog_slope_mean_lam_vs_M_allM,0.9940841479083209
thm3_2,ce,,,16,4,64,,,,0.5,200,loglog_slope_mean_lam_vs_M_Mge64,0.9919859208335116
thm3_2,ce,,,16,4,64,,,,0.5,200,loglog_slope_median_lam_vs_M_allM,0.9889765687276663
thm3_2,ce,,,16,4,64,,,,0.5,200,loglog_slope_median_lam_vs_M_Mge64,1.0027390709374304
thm3_2,ce,,,16,4,64,,,,0.5,200,loglog_slope_p05_lam_vs_M_allM,0.9998597882800828
thm3_2,ce,,,16,4,64,,,,0.5,200,loglog_slope_p05_lam_vs_M_Mge64,0.9923724015099699
thm3_2,ce,,,16,4,64,,,,0.5,200,loglog_slope_min_lam_vs_M_allM,0.8232293136504789
thm3_2,ce,,,16,4,64,,,,0.5,200,loglog_slope_min_lam_vs_M_Mge64,0.7324395019542261
thm3_2,ce,,,16,4,64,,,,0.5,200,c_star_min_over_M_of_p05_lam_over_M,0.035114208571410684
thm3_2,ce,,,16,4,64,,,,0.5,200,c_star_min_over_M_of_min_lam_over_M,0.01163414708277026
cex3_3,,identical_h_zero_bias,16,1,,64,1.0,0.0,,,20000,P_all_inactive,0.5001
cex3_3,,identical_h_zero_bias,16,1,,64,1.0,0.0,,,20000,P_all_inactive_theory_2^-q,0.5
cex3_3,,identical_h_with_bias,16,1,,64,1.0,0.5,,,20000,P_all_inactive,0.5028
cex3_3,,generic_h_zero_bias,16,1,,64,1.0,0.0,,0.5,20000,P_all_inactive,0.02405
cex3_3,,identical_h_zero_bias,64,1,,64,1.0,0.0,,,20000,P_all_inactive,0.49995
cex3_3,,identical_h_zero_bias,64,1,,64,1.0,0.0,,,20000,P_all_inactive_theory_2^-q,0.5
cex3_3,,identical_h_with_bias,64,1,,64,1.0,0.5,,,20000,P_all_inactive,0.4991
cex3_3,,generic_h_zero_bias,64,1,,64,1.0,0.0,,0.5,20000,P_all_inactive,0.0159
cex3_3,,identical_h_zero_bias,256,1,,64,1.0,0.0,,,20000,P_all_inactive,0.5003
cex3_3,,identical_h_zero_bias,256,1,,64,1.0,0.0,,,20000,P_all_inactive_theory_2^-q,0.5
cex3_3,,identical_h_with_bias,256,1,,64,1.0,0.5,,,20000,P_all_inactive,0.4986
cex3_3,,generic_h_zero_bias,256,1,,64,1.0,0.0,,0.5,20000,P_all_inactive,0.01615
cex3_3,,identical_h_zero_bias,1024,1,,64,1.0,0.0,,,20000,P_all_inactive,0.49595
cex3_3,,identical_h_zero_bias,1024,1,,64,1.0,0.0,,,20000,P_all_inactive_theory_2^-q,0.5
cex3_3,,identical_h_with_bias,1024,1,,64,1.0,0.5,,,20000,P_all_inactive,0.49415
cex3_3,,generic_h_zero_bias,1024,1,,64,1.0,0.0,,0.5,20000,P_all_inactive,0.01595
cex3_3,,identical_h_zero_bias,16,2,,64,1.0,0.0,,,20000,P_all_inactive,0.25065
cex3_3,,identical_h_zero_bias,16,2,,64,1.0,0.0,,,20000,P_all_inactive_theory_2^-q,0.25
cex3_3,,identical_h_with_bias,16,2,,64,1.0,0.5,,,20000,P_all_inactive,0.25195
cex3_3,,generic_h_zero_bias,16,2,,64,1.0,0.0,,0.5,20000,P_all_inactive,0.0006
cex3_3,,identical_h_zero_bias,64,2,,64,1.0,0.0,,,20000,P_all_inactive,0.24765
cex3_3,,identical_h_zero_bias,64,2,,64,1.0,0.0,,,20000,P_all_inactive_theory_2^-q,0.25
cex3_3,,identical_h_with_bias,64,2,,64,1.0,0.5,,,20000,P_all_inactive,0.24755
cex3_3,,generic_h_zero_bias,64,2,,64,1.0,0.0,,0.5,20000,P_all_inactive,0.00035
cex3_3,,identical_h_zero_bias,256,2,,64,1.0,0.0,,,20000,P_all_inactive,0.24635
cex3_3,,identical_h_zero_bias,256,2,,64,1.0,0.0,,,20000,P_all_inactive_theory_2^-q,0.25
cex3_3,,identical_h_with_bias,256,2,,64,1.0,0.5,,,20000,P_all_inactive,0.24575
cex3_3,,generic_h_zero_bias,256,2,,64,1.0,0.0,,0.5,20000,P_all_inactive,0.0002
cex3_3,,identical_h_zero_bias,1024,2,,64,1.0,0.0,,,20000,P_all_inactive,0.25225
cex3_3,,identical_h_zero_bias,1024,2,,64,1.0,0.0,,,20000,P_all_inactive_theory_2^-q,0.25
cex3_3,,identical_h_with_bias,1024,2,,64,1.0,0.5,,,20000,P_all_inactive,0.2513
cex3_3,,generic_h_zero_bias,1024,2,,64,1.0,0.0,,0.5,20000,P_all_inactive,0.0003
cex3_3,,identical_h_zero_bias,16,4,,64,1.0,0.0,,,20000,P_all_inactive,0.06345
cex3_3,,identical_h_zero_bias,16,4,,64,1.0,0.0,,,20000,P_all_inactive_theory_2^-q,0.0625
cex3_3,,identical_h_with_bias,16,4,,64,1.0,0.5,,,20000,P_all_inactive,0.0623
cex3_3,,generic_h_zero_bias,16,4,,64,1.0,0.0,,0.5,20000,P_all_inactive,0.0
cex3_3,,identical_h_zero_bias,64,4,,64,1.0,0.0,,,20000,P_all_inactive,0.0627
cex3_3,,identical_h_zero_bias,64,4,,64,1.0,0.0,,,20000,P_all_inactive_theory_2^-q,0.0625
cex3_3,,identical_h_with_bias,64,4,,64,1.0,0.5,,,20000,P_all_inactive,0.0612
cex3_3,,generic_h_zero_bias,64,4,,64,1.0,0.0,,0.5,20000,P_all_inactive,0.0
cex3_3,,identical_h_zero_bias,256,4,,64,1.0,0.0,,,20000,P_all_inactive,0.06085
cex3_3,,identical_h_zero_bias,256,4,,64,1.0,0.0,,,20000,P_all_inactive_theory_2^-q,0.0625
cex3_3,,identical_h_with_bias,256,4,,64,1.0,0.5,,,20000,P_all_inactive,0.0612
cex3_3,,generic_h_zero_bias,256,4,,64,1.0,0.0,,0.5,20000,P_all_inactive,0.0
cex3_3,,identical_h_zero_bias,1024,4,,64,1.0,0.0,,,20000,P_all_inactive,0.0613
cex3_3,,identical_h_zero_bias,1024,4,,64,1.0,0.0,,,20000,P_all_inactive_theory_2^-q,0.0625
cex3_3,,identical_h_with_bias,1024,4,,64,1.0,0.5,,,20000,P_all_inactive,0.06175
cex3_3,,generic_h_zero_bias,1024,4,,64,1.0,0.0,,0.5,20000,P_all_inactive,0.0
cex3_3,ce,identical_h_zero_bias,256,1,4,64,1.0,0.0,,,5,max_abs_JW_on_all_inactive_event,0.0
cex3_4,ce,bn_train,16,4,4,64,,,,,,torch_bn_module_max_abs_diff,6.328271240363392e-15
cex3_4,ce,bn_train,16,4,4,64,1.0,0.5,1.0,,20,mean_lam_max_GWW,1.198405565404515e-25
cex3_4,ce,bn_train,16,4,4,64,1.0,0.5,1.0,,20,max_lam_max_GWW,2.934356623992862e-25
cex3_4,ce,bn_train,16,4,4,64,1.0,0.5,1.0,,20,mean_lam_over_M,7.490034783778219e-27
cex3_4,ce,bn_train,16,4,4,64,1.0,0.5,1.0,,20,max_abs_JW,9.951512532340615e-13
cex3_4,ce,bn_train,16,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh,16.00000000000001
cex3_4,ce,bn_train,16,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh_over_M,1.0000000000000007
cex3_4,ce,bn_train,16,4,4,64,1.0,0.5,1.0,,20,mean_p_min,0.14012563005474724
cex3_4,ce,bn_train,16,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh_p,2.242010080875957
cex3_4,ce,bn_train,16,4,4,64,1.0,0.5,1.0,,20,mean_frob_JV,17.888543819998716
cex3_4,ce,bn_train,16,4,4,64,1.0,0.5,1.0,,20,frac_draws_lam_exactly_zero,0.0
cex3_4,ce,bn_eval,16,4,4,64,1.0,0.5,1.0,,20,mean_lam_max_GWW,5.274860609770907
cex3_4,ce,bn_eval,16,4,4,64,1.0,0.5,1.0,,20,max_lam_max_GWW,15.409302293932551
cex3_4,ce,bn_eval,16,4,4,64,1.0,0.5,1.0,,20,mean_lam_over_M,0.3296787881106817
cex3_4,ce,bn_eval,16,4,4,64,1.0,0.5,1.0,,20,max_abs_JW,3.5666039852076703
cex3_4,ce,bn_eval,16,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh,16.00000000000001
cex3_4,ce,bn_eval,16,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh_over_M,1.0000000000000007
cex3_4,ce,bn_eval,16,4,4,64,1.0,0.5,1.0,,20,mean_p_min,0.10580629874857503
cex3_4,ce,bn_eval,16,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh_p,1.6929007799772016
cex3_4,ce,bn_eval,16,4,4,64,1.0,0.5,1.0,,20,mean_frob_JV,30.98956337206274
cex3_4,ce,bn_eval,16,4,4,64,1.0,0.5,1.0,,20,frac_draws_lam_exactly_zero,0.05
cex3_4,ce,no_bn,16,4,4,64,1.0,0.5,1.0,,20,mean_lam_max_GWW,4.837015778311085
cex3_4,ce,no_bn,16,4,4,64,1.0,0.5,1.0,,20,max_lam_max_GWW,20.688866863618678
cex3_4,ce,no_bn,16,4,4,64,1.0,0.5,1.0,,20,mean_lam_over_M,0.3023134861444428
cex3_4,ce,no_bn,16,4,4,64,1.0,0.5,1.0,,20,max_abs_JW,2.5558786459472564
cex3_4,ce,no_bn,16,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh,16.00000000000001
cex3_4,ce,no_bn,16,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh_over_M,1.0000000000000007
cex3_4,ce,no_bn,16,4,4,64,1.0,0.5,1.0,,20,mean_p_min,0.12280972233408913
cex3_4,ce,no_bn,16,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh_p,1.9649555573454274
cex3_4,ce,no_bn,16,4,4,64,1.0,0.5,1.0,,20,mean_frob_JV,23.298158353435234
cex3_4,ce,no_bn,16,4,4,64,1.0,0.5,1.0,,20,frac_draws_lam_exactly_zero,0.05
cex3_4,ce,bn_train_over_bn_eval,16,4,4,64,,,,,20,rel_mean_lam_GWW,2.2719189265108622e-26
cex3_4,ce,bn_train_over_bn_eval,16,4,4,64,,,,,20,rel_max_abs_JW,2.790192736175383e-13
cex3_4,ce,bn_train_over_no_bn,16,4,4,64,,,,,20,rel_mean_lam_GWW,2.4775721650074002e-26
cex3_4,ce,bn_train_over_no_bn,16,4,4,64,,,,,20,rel_max_abs_JW,3.893577869246761e-13
cex3_4,ce,bn_train,64,4,4,64,,,,,,torch_bn_module_max_abs_diff,4.82280881897168e-13
cex3_4,ce,bn_train,64,4,4,64,1.0,0.5,1.0,,20,mean_lam_max_GWW,3.6709979277380326e-25
cex3_4,ce,bn_train,64,4,4,64,1.0,0.5,1.0,,20,max_lam_max_GWW,7.657669076816773e-25
cex3_4,ce,bn_train,64,4,4,64,1.0,0.5,1.0,,20,mean_lam_over_M,5.735934262090676e-27
cex3_4,ce,bn_train,64,4,4,64,1.0,0.5,1.0,,20,max_abs_JW,1.3903376306202245e-12
cex3_4,ce,bn_train,64,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh,64.00000000000001
cex3_4,ce,bn_train,64,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh_over_M,1.0000000000000002
cex3_4,ce,bn_train,64,4,4,64,1.0,0.5,1.0,,20,mean_p_min,0.13804638468842007
cex3_4,ce,bn_train,64,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh_p,8.834968620058886
cex3_4,ce,bn_train,64,4,4,64,1.0,0.5,1.0,,20,mean_frob_JV,17.88854381999817
cex3_4,ce,bn_train,64,4,4,64,1.0,0.5,1.0,,20,frac_draws_lam_exactly_zero,0.0
cex3_4,ce,bn_eval,64,4,4,64,1.0,0.5,1.0,,20,mean_lam_max_GWW,17.380476807281074
cex3_4,ce,bn_eval,64,4,4,64,1.0,0.5,1.0,,20,max_lam_max_GWW,56.982386955815464
cex3_4,ce,bn_eval,64,4,4,64,1.0,0.5,1.0,,20,mean_lam_over_M,0.2715699501137668
cex3_4,ce,bn_eval,64,4,4,64,1.0,0.5,1.0,,20,max_abs_JW,4.951964237642569
cex3_4,ce,bn_eval,64,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh,64.00000000000001
cex3_4,ce,bn_eval,64,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh_over_M,1.0000000000000002
cex3_4,ce,bn_eval,64,4,4,64,1.0,0.5,1.0,,20,mean_p_min,0.1044943603055843
cex3_4,ce,bn_eval,64,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh_p,6.687639059557397
cex3_4,ce,bn_eval,64,4,4,64,1.0,0.5,1.0,,20,mean_frob_JV,27.264351258811825
cex3_4,ce,bn_eval,64,4,4,64,1.0,0.5,1.0,,20,frac_draws_lam_exactly_zero,0.05
cex3_4,ce,no_bn,64,4,4,64,1.0,0.5,1.0,,20,mean_lam_max_GWW,15.404061987200318
cex3_4,ce,no_bn,64,4,4,64,1.0,0.5,1.0,,20,max_lam_max_GWW,48.29363245055307
cex3_4,ce,no_bn,64,4,4,64,1.0,0.5,1.0,,20,mean_lam_over_M,0.24068846855000497
cex3_4,ce,no_bn,64,4,4,64,1.0,0.5,1.0,,20,max_abs_JW,4.248867809680014
cex3_4,ce,no_bn,64,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh,64.00000000000001
cex3_4,ce,no_bn,64,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh_over_M,1.0000000000000002
cex3_4,ce,no_bn,64,4,4,64,1.0,0.5,1.0,,20,mean_p_min,0.11610855149796931
cex3_4,ce,no_bn,64,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh_p,7.4309472958700376
cex3_4,ce,no_bn,64,4,4,64,1.0,0.5,1.0,,20,mean_frob_JV,22.903810950940155
cex3_4,ce,no_bn,64,4,4,64,1.0,0.5,1.0,,20,frac_draws_lam_exactly_zero,0.0
cex3_4,ce,bn_train_over_bn_eval,64,4,4,64,,,,,20,rel_mean_lam_GWW,2.112138791382391e-26
cex3_4,ce,bn_train_over_bn_eval,64,4,4,64,,,,,20,rel_max_abs_JW,2.807648771070504e-13
cex3_4,ce,bn_train_over_no_bn,64,4,4,64,,,,,20,rel_mean_lam_GWW,2.383136299236118e-26
cex3_4,ce,bn_train_over_no_bn,64,4,4,64,,,,,20,rel_max_abs_JW,3.272254381397034e-13
cex3_4,ce,bn_train,256,4,4,64,,,,,,torch_bn_module_max_abs_diff,1.6830981053317373e-13
cex3_4,ce,bn_train,256,4,4,64,1.0,0.5,1.0,,20,mean_lam_max_GWW,1.5621326252265014e-24
cex3_4,ce,bn_train,256,4,4,64,1.0,0.5,1.0,,20,max_lam_max_GWW,2.7060337664909043e-24
cex3_4,ce,bn_train,256,4,4,64,1.0,0.5,1.0,,20,mean_lam_over_M,6.102080567291021e-27
cex3_4,ce,bn_train,256,4,4,64,1.0,0.5,1.0,,20,max_abs_JW,1.2599978422496027e-12
cex3_4,ce,bn_train,256,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh,256.0
cex3_4,ce,bn_train,256,4,4,64,1.0,0.5,1.0,,20,lam_max_Sh_over_M,1.0
