regime,arm,width,head_mult,seed,threshold,step,loss,acc_train,gnorm_theta,gnorm_phi,disp,wall_s,probe_val,probe_test,acc_iid_val,acc_reversed_val,acc_ctx_random_val,acc_spec_only_val,acc_iid_test,acc_reversed_test,acc_ctx_random_test,acc_spec_only_test,status,lr,tau,reached_star,probe_val_gain,probe_test_gain
ready,ctxfree,128,1.0,2,0.4,583,0.3994584083557129,0.9177500009536744,0.5203680992126465,0.5913309018376204,0.0765662267804145,7.390397548675537,0.9241666666666666,0.9555,0.8921666741371155,0.8989999890327454,0.8976666331291199,0.903166651725769,0.921833336353302,0.9298333525657654,0.9275000095367432,0.9296666383743286,stopped,0.001,1.47454833984375,True,0.004666666666666597,0.019000000000000017
ready,ctxfree,128,1.0,2,0.3,765,0.2996595501899719,0.9395833015441896,0.4449974298477173,0.5156522901794338,0.1015776991844177,9.703026533126833,0.926,0.9603333333333332,0.9200000166893004,0.92166668176651,0.9206666350364684,0.9248332977294922,0.9494999647140504,0.9549999833106996,0.9538333415985109,0.9568333029747008,stopped,0.001,1.47454833984375,True,0.006500000000000061,0.02383333333333315
ready,ctxfree,128,1.0,2,0.2,1059,0.1999971717596054,0.9559166431427002,0.3133679628372192,0.3711640800550255,0.1327588856220245,13.402355194091797,0.9303333333333332,0.9631666666666666,0.9340000152587892,0.9354999661445618,0.9350000023841858,0.9365000128746032,0.962499976158142,0.9668332934379578,0.9638333320617676,0.965499997138977,stopped,0.001,1.47454833984375,True,0.01083333333333325,0.026666666666666616
ready,ctxfree,128,1.0,2,0.15,1347,0.1499611437320709,0.9640416502952576,0.2264175415039062,0.2721964016154447,0.1542843729257583,17.055432319641113,0.9326666666666666,0.9651666666666666,0.9421666860580444,0.9411666393280028,0.9418333172798156,0.9424999952316284,0.968666672706604,0.9710000157356262,0.968833327293396,0.9698333144187928,stopped,0.001,1.47454833984375,True,0.01316666666666666,0.028666666666666618
ready,ctxfree,128,1.0,2,0.1,2060,0.0999864265322685,0.9716249704360962,0.1219682544469833,0.1508487144551588,0.1870914250612259,26.010251760482788,0.9345,0.9675,0.9490000009536744,0.949999988079071,0.9505000114440918,0.9481666684150696,0.977666676044464,0.9764999747276306,0.9766666293144226,0.9749999642372132,stopped,0.001,1.47454833984375,True,0.015000000000000013,0.031000000000000028
ready,ctxfree,128,1.0,2,final,2060,0.0999864265322685,0.9716249704360962,0.1219682544469833,0.1508487144551588,0.1870914250612259,26.053860425949097,0.9345,0.9675,0.9490000009536744,0.949999988079071,0.9505000114440918,0.9481666684150696,0.977666676044464,0.9764999747276306,0.9766666293144226,0.9749999642372132,stopped,0.001,1.47454833984375,True,0.015000000000000013,0.031000000000000028
ready,ctxfree,128,1.0,3,init,0,0.722291111946106,0.4879166483879089,0.616946816444397,0.5373583281130907,0.0,0.014150857925415,0.9186666666666666,0.9615,0.4165000021457672,0.5296666622161865,0.4758333265781402,0.4663333296775818,0.4413333237171173,0.5561666488647461,0.4993333220481872,0.4941666722297668,stopped,0.001,1.47454833984375,True,0.0,0.0
ready,ctxfree,128,1.0,3,0.6,302,0.5999314785003662,0.768958330154419,0.485409528017044,0.464070027180463,0.0397732146084308,4.01012921333313,0.9305,0.9688333333333332,0.7701666355133057,0.7081666588783264,0.7413333058357239,0.7213333249092102,0.8188333511352539,0.7450000047683716,0.7728333473205566,0.7601666450500488,stopped,0.001,1.47454833984375,True,0.011833333333333362,0.007333333333333192
ready,ctxfree,128,1.0,3,0.5,487,0.4999579191207886,0.8676249980926514,0.5413806438446045,0.5659686814017205,0.0657437667250633,6.476104259490967,0.9366666666666666,0.9698333333333332,0.8623332977294922,0.8363333344459534,0.8516666293144226,0.8333333134651184,0.8976666331291199,0.8646666407585144,0.8779999613761902,0.8656666278839111,stopped,0.001,1.47454833984375,True,0.018000000000000016,0.008333333333333193
ready,ctxfree,128,1.0,3,0.4,648,0.3995839357376098,0.9102916717529296,0.5221408009529114,0.5770110145094358,0.0893977954983711,8.625067234039307,0.9395,0.9686666666666668,0.9041666388511658,0.8903332948684692,0.8983333110809326,0.8966666460037231,0.9356666803359984,0.9176666736602784,0.9258333444595336,0.921833336353302,stopped,0.001,1.47454833984375,True,0.02083333333333337,0.0071666666666667656
