noise,lr,weight_decay,seed,egr_early,egr_mid,egr_late,egr_min,egr_depth,final_test_acc,peak_test_acc,overfit_gap,final_train_loss,final_test_loss
0.1,0.0003,0.001,47,0.3171480386576383,0.20316315417410158,0.1823816612877793,0.06900965532453379,0.2481383833331045,0.446502685546875,0.451873779296875,0.00537109375,0.4625982418656349,0.7226468086242676
0.1,0.001,0.0,42,0.2666905715537277,0.24197391705128413,0.16504678820383428,0.11906733824633495,0.14762323330739277,0.569580078125,0.708251953125,0.138671875,0.351703193038702,0.754686039686203
0.1,0.001,0.0,43,0.24202945308762178,0.1981640963503664,0.13641313326558127,0.08824050110540775,0.15378895198221404,0.522271728515625,0.70806884765625,0.18579711914062502,0.35395202971994877,0.8452694177627563
0.1,0.001,0.0,44,0.2530626952692635,0.23734279536309943,0.15109147091879044,0.10218235151907959,0.15088034375018392,0.570904541015625,0.718505859375,0.14760131835937496,0.33826884627342224,0.7714098274707795
0.1,0.001,0.0,45,0.2156042630241514,0.20548575126558435,0.13004167748597137,0.06764347637339184,0.14796078665075957,0.5446075439453125,0.640716552734375,0.09610900878906248,0.351266335695982,0.8587414383888244
0.1,0.001,0.0,46,0.2593599721679756,0.23728558285603185,0.15967407832479405,0.08429191104196124,0.1750680611260144,0.5333282470703125,0.587188720703125,0.053860473632812544,0.35109756514430046,0.8246157050132752
0.1,0.001,0.0,47,0.23645838837029906,0.21474312078672242,0.14024417188597027,0.06900965532453379,0.16744873304576527,0.5025115966796875,0.511383056640625,0.008871459960937522,0.34296358935534954,0.9133787453174591
0.1,0.001,0.001,42,0.2682849940036056,0.19795058861020595,0.19130757575885113,0.1459514825763374,0.12233351142726823,0.7172119140625,0.71905517578125,0.0018432617187500444,0.46457111835479736,0.6050331056118011
0.1,0.001,0.001,43,0.252341806920818,0.18490110053864617,0.1841061475587692,0.08824050110540775,0.16410130581541021,0.5978424072265625,0.708740234375,0.11089782714843754,0.46189557388424873,0.6697613775730134
0.1,0.001,0.001,44,0.2413700392709216,0.19833940600983876,0.18616649215636472,0.10218235151907959,0.139187687751842,0.7167327880859375,0.72003173828125,0.0032989501953124556,0.4600658882409334,0.6040240943431854
0.1,0.001,0.001,45,0.22522620474075408,0.18833691991461218,0.19192379857227915,0.06764347637339184,0.15758272836736226,0.699774169921875,0.70220947265625,0.002435302734374978,0.46384251676499844,0.6220160365104676
0.1,0.001,0.001,46,0.24706313279039813,0.206475418508712,0.1978069660408518,0.08429191104196124,0.1627712217484369,0.6435882568359375,0.647064208984375,0.0034759521484375444,0.46503312699496746,0.6517760634422303
0.1,0.001,0.001,47,0.2453828817292505,0.19724769652707957,0.1923206626641081,0.06900965532453379,0.1763732264047167,0.48212890625,0.488555908203125,0.006427001953125011,0.46286196634173393,0.7096093654632568
0.1,0.003,0.0,42,0.27442438912719436,0.3131265898686453,0.20752367806939376,0.1361350980035214,0.13828929112367297,0.5486236572265625,0.711944580078125,0.16332092285156252,0.21333748754113913,1.4131760001182556
0.1,0.003,0.0,43,0.2320191509006317,0.26788707448331694,0.18874906160491312,0.08824050110540775,0.14377864979522392,0.514178466796875,0.71435546875,0.20017700195312504,0.20764539297670126,1.9402772068977356
0.1,0.003,0.0,44,0.3114075925759055,0.28007658027073506,0.21708442120676302,0.10218235151907959,0.2092252410568259,0.54488525390625,0.7178955078125,0.17301025390625002,0.20379618648439646,1.5428577780723571
0.1,0.003,0.0,45,0.26108295646919194,0.24873801579429866,0.1903922994644525,0.06764347637339184,0.1934394800958001,0.5250640869140625,0.63897705078125,0.11391296386718752,0.21214700303971767,1.9699368596076965
0.1,0.003,0.0,46,0.30098994663534684,0.310270418111167,0.20034381804380058,0.08429191104196124,0.2166980355933856,0.5072723388671875,0.58856201171875,0.08128967285156252,0.2130058091133833,1.8536336421966553
0.1,0.003,0.0,47,0.283611964883387,0.26271311175575923,0.21156167749891147,0.06900965532453379,0.21460230955885323,0.5055877685546875,0.525543212890625,0.019955444335937544,0.20864224713295698,2.1698044538497925
0.1,0.003,0.001,42,0.2137749065216008,0.224063786407498,0.19142305051665354,0.12185783458802016,0.09191707193358065,0.7179534912109375,0.721710205078125,0.0037567138671874556,0.4654450286179781,0.6045106112957
0.1,0.003,0.001,43,0.20642625588457306,0.21092129198706625,0.19673846109148838,0.08824050110540775,0.1181857547791653,0.5948455810546875,0.71209716796875,0.11725158691406246,0.462829302996397,0.6704684913158416
0.1,0.003,0.001,44,0.23763039339380232,0.2066249369923051,0.18291218189650543,0.10218235151907959,0.13544804187472273,0.71898193359375,0.72369384765625,0.004711914062500044,0.4608089402318001,0.6027367532253265
0.1,0.003,0.001,45,0.20679774952795235,0.22205872361952222,0.20693949854699636,0.06764347637339184,0.13915427315456053,0.700201416015625,0.708953857421875,0.008752441406249978,0.4646505229175091,0.6191919267177581
0.1,0.003,0.001,46,0.24052185092439407,0.22628709518768833,0.19942500714136238,0.08429191104196124,0.15622993988243283,0.6465789794921875,0.65179443359375,0.005215454101562544,0.46554906852543354,0.6498488247394562
0.1,0.003,0.001,47,0.2461605853404771,0.22010082390582397,0.19600250500162913,0.06900965532453379,0.17715093001594331,0.488385009765625,0.501068115234375,0.012683105468750011,0.4642552826553583,0.707869005203247
